Nombre,Popularidad,Valoración,Plataforma,Desarrollador,Género,Jugadores,Lanzamiento,Precio
Blamdown: Udder Fury,Notable,0.0,PC,Guru Gam,Acció,1,29 de agosto de 2016,0.0
Zone of the Enders 3,Notable,9.5,PC,Kojima Production,Acció,,Por determinar en Españ,0.0
Chaos Chronicles,Notable,7.4,PC,CorePlay,Rol,,2013,0.0
Refact,Notable,8.0,PC,"""Desarrollador:NextGen Pant",Otros,1,2016,0.0
Weird H,Notable,5.0,PC,Snail-Ninja Studi,Acció,1,18 de noviembre de 2016,0.0
Flatland: Fallen Angel,Notable,8.7,PC,SeeThrough Studi,Aventura,1,27 de febrero de 2012,0.0
Sam & Max: Episode 304,Notable,8.0,PC,Telltale Gam,Aventura,,21 de julio de 2010,0.0
Rage in Peac,Notable,0.0,PC,Rolling Glory Jam,Acció,1,8 de noviembre de 2018,0.0
Iro H,Notable,0.0,PC,Artax Gam,Acció,1,Por determinar en Españ,0.0
Booster Troop,Notable,5.3,PC,nS Development,Acció,1-12,10 de abril de 2010,0.0
Los Elegidos,Notable,0.0,PC,Critical M,Acció,,Por determinar en Españ,0.0
Perpetuu,Notable,5.4,PC,Avatar Creation,Rol,Masivo,13 de enero de 2011,0.0
Super Motherload,Notable,9.0,PC,XGen Studi,Otros,1-4,15 de noviembre de 2013,0.0
Oozi: Earth Adventu,Notable,0.0,PC,Awesome Game Studi,Acció,,6 de septiembre de 2012,0.0
Mutant Mudds: Grannie Edition,Notable,6.2,PC,Renegade Ki,Acció,1,18 de diciembre de 2013,0.0
Splic,Notable,9.8,PC,Cipher Prime Studi,Otros,,14 de junio de 2012,0.0
TurnOn,Notable,0.0,PC,Brainy Studio LLC,Acció,1,1 de junio de 2016,0.0
CreaVures,Notable,9.8,PC,Muse Gam,Acció,1,23 de febrero de 2011,0.0
KrissX,Notable,5.0,PC,Blitz Gam,Otros,,27 de enero de 2010,0.0
Horrible Histories: Ruthless Romans,Notable,5.2,PC,Virtual Identity,Otros,1-4,2º trimestre de 2009,26.95
Kim The Avenger Cow,Notable,0.0,PC,We The Force Studi,Acció,1,Por determinar en Españ,0.0
WSF Squash 2012,Notable,9.0,PC,Gunstar Studi,Deportes,,2012,0.0
Arkadian Warriors,Notable,6.6,PC,Wanako Studi,Acció,"""Jugadores:1-2",4º trimestre de 2007,0.0
Gearend,Notable,0.0,PC,SolarLune Gam,Acció,1,Julio de 2017,0.0
Xotic,Notable,7.7,PC,Valcon Gam,Acció,1,16 de noviembre de 2011,0.0
Doc Clock,Notable,6.7,PC,Stickmen Studi,Otros,,15 de octubre de 2010,0.0
Click,Notable,0.0,PC,Ntreev Soft,Otros,,23 de diciembre de 2011,0.0
Dynamite Fishing - World Games,Notable,0.0,PC,HandyGam,Otros,1-2,11 de marzo de 2015,0.0
Starwhal: Just the Tip,Notable,7.2,PC,Breakf,Otros,2-4,29 de marzo de 2014,0.0
Parabellu,Notable,6.4,PC,Acony,Acció,,Por determinar en Españ,0.0
Adventure Y (Nombre provisional),Notable,9.5,PC,Beamdog,Rol,,Por determinar en Españ,0.0
Complex,Notable,7.0,PC,EVENT Gam,Acció,1,14 de junio de 2011,0.0
Silent Enemy,Notable,8.4,PC,Minority Medi,Acció,,Por determinar en Españ,0.0
ioki Adventu,Notable,8.0,PC,Bidogam,Acció,,Por determinar en Españ,0.0
Brink: Agentes para el Progres,Notable,8.1,PC,Splash Damag,Acció,1-16,3 de agosto de 2011,0.0
UnderWater Adventu,Notable,0.0,PC,Torii-Gam,Acció,1,1 de junio de 2016,0.0
Kungfu Legend,Notable,0.0,PC,CilyGam,Rol,,Por determinar en Españ,0.0
Rocket Riot,Notable,0.0,PC,Codeglu,Acció,"""Jugadores:1-4",19 de octubre de 2016,0.0
The Bird The Drinks Tears,Notable,0.0,PC,KRAFTON Inc.,Acció,,Por determinar en Españ,0.0
Perspectiv,Notable,0.0,PC,ENJMIN,Acció,,Por determinar en España,0.0
Outris,Notable,9.7,PC,Gunstar Studi,Acció,1-16,Por determinar en Españ,0.0
Heart&Slash,Notable,7.7,PC,Aheartfulofgam,Acció,1,28 de junio de 2016,9.99
Oliver & Spik,Notable,9.6,PC,Rock Pocket Gam,Acció,,Por determinar en Españ,0.0
Old Man's Journey,Notable,9.3,PC,Broken Ru,Otros,1,18 de mayo de 2017,0.0
Death and the Fly,Notable,8.0,PC,Pig In,Acció,1,20 de mayo de 2011,0.0
Fallen Fronti,Notable,8.1,PC,Moonshot Gam,Acció,,Por determinar en Españ,0.0
MechRunn,Notable,9.0,PC,Spark Plug Gam,Acció,,Por determinar en Españ,0.0
Ascension: Arenas of Wa,Notable,7.7,PC,Ludorum Studi,Acció,,Por determinar en Españ,0.0
Waves,Notable,0.0,PC,Squid In A Box,Otros,,4º trimestre de 2011,0.0
Riftlight,Notable,0.0,PC,Facepunch Studi,Acció,1-4,Por determinar en Españ,0.0
Windforg,Notable,8.8,PC,Snowed In Studi,Rol,1,11 de marzo de 2014,0.0
Dark Void Z,Notable,6.6,PC,Robot Entertainment,Acció,,12 de abril de 2010,0.0
Crayon Physics Delux,Notable,5.8,PC,Kloonigam,Otros,,7 de enero de 2010,0.0
Rift,Notable,9.0,PC,IMakeGam,Acció,1,12 de julio de 2018,0.0
Valkyrie Sky,Notable,4.5,PC,Yolim Communication,Acció,Masivo,Por determinar en Españ,0.0
The Fold: Ingression,Notable,4.0,PC,Audvyr Studi,Aventura,1,Por determinar en Españ,0.0
Lucky Luke: Go West!,Notable,6.4,PC,Tate Interactiv,Acció,,23 de noviembre de 2007,0.0
Columnae: A Past Under Construction,Notable,5.5,PC,Moonburnt Studi,Aventura,1,Por determinar en Españ,0.0
wh,Notable,7.0,PC,uang,Otros,,2015,0.0
Klang,Notable,9.0,PC,Tinimation,Acció,1,22 de septiembre de 2016,0.0
Curses 'N Chaos,Notable,0.0,PC,Tribute Gam,Acció,1-2,18 de agosto de 2015,0.0
Kitsu Saga,Notable,7.8,PC,EASYFUN Entertainment Corp.,Rol,,Por determinar en Españ,0.0
ExploDemon!,Notable,5.5,PC,Curve Digit,Acció,,Por determinar en Españ,0.0
Snoopy vs The Red Baron,Notable,7.1,PC,Namc,Acció,,3º cuarto de 2005,0.0
Senran Kagura: Bon Appetit!,Notable,0.0,PC,Marvelous Interactiv,Otros,1,10 de noviembre de 2016,0.0
Heroes of Bestia,Notable,6.5,PC,IGG,Rol,,2010,0.0
Bounty Hounds Onlin,Notable,9.4,PC,XPEC Entertainment,Rol,Masivo,2011,0.0
Saint’s Row 4 - Enter Dominatrix,Notable,7.9,PC,Volition,Acció,1-2,23 de octubre de 2013,0.0
MapleStory iTCG,Notable,6.1,PC,Nexon,Otros,,Por determinar en Españ,0.0
Fantasy Earth Z,Notable,6.1,PC,Fenix Soft,Rol,,18 de mayo de 2010,0.0
Monday Night Combat,Notable,7.8,PC,Uber Entertainment,Acció,1-12,24 de enero de 2011,0.0
Planet Michael,Notable,8.3,PC,Gunstar Studi,Otros,,2011,0.0
As Dusk Falls,Notable,4.3,PC,Interior/Night,Aventura,1,19 de julio de 2022,0.0
Dreamlords: The Reawakening,Notable,5.9,PC,Lockpick,Rol,,Segunda mitad de 2008,0.0
Bejeweled Blitz,Notable,7.0,PC,PopCap,Otros,,8 de abril de 2010,0.0
Dragon Ball Z Kakarot,Notable,8.1,PC,CyberConnect2,Rol,1,17 de enero de 2020,0.0
Phobos,Notable,7.4,PC,Wolpertinger Gam,Acció,,Por determinar en Españ,0.0
ightSky,Notable,8.1,PC,Nicali,Otros,1,6 de enero de 2011,0.0
Ether Vapor Remast,Notable,9.3,PC,Edelwei,Acció,1,28 de septiembre de 2012,0.0
Mutant Blobs Attack,Notable,6.7,PC,inkbox Studi,Otros,1,15 de agosto de 2012,0.0
Out There Somewh,Notable,8.7,PC,MiniB,Acció,,21 de febrero de 2012,0.0
Chantelis,Notable,9.2,PC,EasyGameStation,Rol,1,29 de julio de 2011,0.0
Assault Heroes,Notable,5.7,PC,Wanako Studi,Acció,,13 de diciembre de 2006,0.0
Hidden Dawn,Notable,6.3,PC,Robot Entertainment,Rol,,2º cuarto de 2009,0.0
Sam & Max: Episode 102,Notable,6.7,PC,Telltale Gam,Aventura,1,22 de diciembre de 2006,0.0
Beat Hazard Ultra,Notable,9.4,PC,Cold Beam Gam,Acció,1-2,16 de junio de 2011,0.0
KByt,Notable,0.0,PC,"""Desarrollador:Daniel Gili",Acció,1,24 de febrero de 2017,0.0
Ready or Not,Notable,8.6,PC,Void Interactiv,Acció,1-10,18 de diciembre de 2021Juego con acceso anticipad,0.0
Chroma,Notable,7.9,PC,Hidden Path,Otros,,Por determinar en Españ,0.0
Linelight,Notable,8.0,PC,My Dog Z,Otros,1,31 de enero de 2017,0.0
El Valiente Despereaux,Notable,5.4,PC,Brash Entertainment,Acció,,19 de diciembre de 2008,0.0
Bunch of Heroes,Notable,7.9,PC,NGD Studi,Acció,,21 de septiembre de 2011,0.0
Lucent Heart,Notable,8.0,PC,Gamania Digit,Rol,Masivo,20 de marzo de 2012,0.0
PlanetSid,Notable,7.8,PC,Sony,Acció,,19 de junio de 2003,0.0
Aveyond: The Lost O,Notable,6.3,PC,Amaranth Gam,Rol,,15 de febrero de 2010,0.0
xuiz,Notable,7.9,PC,Nexuiz Team,Acció,1-8,31 de mayo de 2005,0.0
And Yet it Moves,Notable,6.2,PC,Broken Ru,Acció,1,17 de abril de 2009,0.0
I Hate Running Backwards,Notable,0.0,PC,Binx Interactiv,Acció,1-2,22 de mayo de 2018,0.0
Contraband,Notable,8.0,PC,Avalanche Studi,Acció,,Por determinar en Españ,0.0
Aika Global,Notable,6.3,PC,T3 Entertainment,Rol,,Por determinar en Españ,0.0
Hybrid Wars,Notable,0.0,PC,Extreme Develop,Acció,Cooperativo:,2016,0.0
Defiance - Castithan Carg,Notable,6.5,PC,Trion W,Acció,Masivo,20 de agosto de 2013,0.0
Wolftea,Notable,5.7,PC,Gunstar Studi,Acció,,Por determinar en Españ,0.0
Saint’s Row 3: Enter the Dominatrix,Notable,7.8,PC,Volition,Acció,1-2,2012,56.95
Earth Defense Force: Insect Armageddon,Notable,6.9,PC,3,Acció,,14 de diciembre de 2011,0.0
Gunslinger Stratos Reloaded,Notable,8.5,PC,Square Enix,Acció,1-8,Por determinar en Españ,0.0
Lost Saga,Notable,5.9,PC,IO Interactiv,Rol,,28 de febrero de 2009,0.0
Forest of Sleep,Notable,0.0,PC,Ed Key y David Kanag,Aventura,1,2016,0.0
Super Hexagon,Notable,9.5,PC,Terry Cavanagh,Otros,1,27 de noviembre de 2012,0.0
Audere Semp,Notable,6.2,PC,10th Art Studi,Aventura,,Segunda mitad de 2009,0.0
Wayward Tid,Notable,9.3,PC,Chucklefish,Acció,1-4,Por determinar en Españ,0.0
WWE WrestleFest,Notable,8.7,PC,THQ,Deportes,,2012,0.0
Borderlands: Mad Moxxi’s,Notable,7.7,PC,Gearbox,Acció,1-4,7 de enero de 2010,19.99
uclear Union,Notable,9.0,PC,Best Way,Rol,,2013,0.0
Hunter Blad,Notable,9.4,PC,Gunstar Studi,Rol,,Por determinar en Españ,0.0
El Asedio de la Holocúpula,Notable,5.0,PC,2K Australi,Acció,1-4,16 de diciembre de 2014,0.0
MOP: Operation Cleanup,Notable,0.0,PC,EnsenaSoft,Acció,1,3 de mayo de 2016,0.0
The Indie Mixtap,Notable,4.2,PC,Curve Digit,Otros,1,23 de abril de 2015,0.0
Graceful Explosion Machin,Notable,8.0,PC,Vertex Pop,Acció,1,8 de agosto de 2017,0.0
Orange Moon,Notable,0.0,PC,Betelgeuse Z,Acció,1,27 de septiembre de 2017,0.0
Tyto Onlin,Notable,0.0,PC,Immersed Gam,Rol,Multijugador,4º trimestre de 2017,0.0
Capsule Forc,Notable,8.0,PC,klobit,Acció,,Por determinar en Españ,0.0
Shiny The Firefly,Notable,8.0,PC,HeadUp Gam,Acció,,16 de mayo de 2014,0.0
Umi,Notable,0.0,PC,iceroll Studi,Otros,1,29 de marzo de 2018,0.0
Winter Voices Episode 1,Notable,8.0,PC,Beyond the Pi,Rol,,19 de noviembre de 2010,0.0
Kalaban,Notable,7.0,PC,Rayhouse Production,Acció,1,29 de diciembre de 2016,0.0
Laser Disco Defenders,Notable,0.0,PC,Out of Boun,Acció,1,6 de octubre de 2016,0.0
B,Notable,0.0,PC,zlog Studi,Acció,1,14 de febrero de 2017,0.0
Copernicus,Notable,9.4,PC,38 Studi,,,Cancelad,0.0
KARAKARA,Notable,5.8,PC,calm,Aventura,,27 de junio de 2016,0.0
Epic Loon,Notable,0.0,PC,Macrales Studi,Acció,1-4,13 de julio de 2018,0.0
Boulder Dash XL,Notable,8.2,PC,Catnip Gam,Otros,,13 de julio de 2011,0.0
Find Your Own Way H,Notable,3.9,PC,Curious Sen,Otros,,Por determinar en Españ,0.0
Organic Panic,Notable,0.0,PC,Last Limb LLC,Acció,1-4,14 de mayo de 2014,0.0
RoboRaid,Notable,0.0,PC,Microsoft,Acció,,Por determinar en Españ,0.0
Soul Saga,Notable,9.1,PC,isastercak,Rol,1,Por determinar en Españ,0.0
Cef,Notable,9.0,PC,Pixelz Gam,Otros,,9 de marzo de 2018Juego con acceso anticipad,0.0
Pizza Morgana - Episode 1,Notable,4.8,PC,Corbomite Gam,Aventura,,16 de agosto de 2009,0.0
Arma Reforg,Notable,6.7,PC,Bohemia Interactiv,Acció,,Por determinar en Españ,0.0
City of Brass,Notable,7.7,PC,Uppercut Gam,Acció,1,4 de mayo de 2018,0.0
Freedom Poopi,Notable,5.5,PC,Electroplasmatic Gam,Acció,1,16 de octubre de 2015,0.0
White Spac,Notable,6.0,PC,Curve Digit,Acció,,Por determinar en Españ,0.0
Sanctum 2 - Road to Elysion,Notable,0.0,PC,Coffee Stain Studi,Acció,1-4,26 de junio de 2013,0.0
Brigad,Notable,6.3,PC,Stellar Jockey,Acció,1,16 de octubre de 2015,0.0
Tumbleston,Notable,0.0,PC,The Quantum Astrophysicists Gui,Otros,1-4,14 de julio de 2016,0.0
Planetoid Pioneers,Notable,7.7,PC,ta Realm,Acció,1,Por determinar en Españ,0.0
Din's Curse: Demon Wa,Notable,8.5,PC,Soldak Entertainment,Rol,,Por determinar en Españ,0.0
Imprint-X,Notable,0.0,PC,Morgondag,Otros,1,26 de enero de 2017,0.0
Super Rude Bear Resurrection,Notable,9.0,PC,Alex Rose Gam,Acció,,5 de mayo de 2017,0.0
Viking Squad,Notable,8.0,PC,Slick Entertainment Inc.,Acció,,4 de octubre de 2016,0.0
Salvation,Notable,7.6,PC,Black Wing Foundation,Acció,,3º cuarto de 2009,0.0
Underground Keep,Notable,0.0,PC,Render System,Acció,1,2016,0.0
Soft Body,Notable,8.0,PC,Zeke Virant,Otros,1,17 de mayo de 2016,0.0
The Black Glov,Notable,9.0,PC,y for Night Gam,Acció,,Cancelad,0.0
1... 2... 3... KICK IT!,Notable,3.0,PC,jobaan Gam,Otros,1,2 de abril de 2011,0.0
Painted Memories,Notable,7.0,PC,Useless Machin,Rol,1,3 de noviembre de 2016,0.0
High On Lif,Notable,0.0,PC,Squanch Gam,Acció,1,13 de diciembre de 2022,0.0
Semispheres,Notable,0.0,PC,Vivid Helix,Otros,1,14 de febrero de 2017,0.0
Cricket 2005,Notable,6.8,PC,HB Studi,Deportes,,Por determinar en España,0.0
Winter Voices Episode 2,Notable,0.0,PC,Beyond the Pi,Rol,,17 de diciembre de 2010,0.0
Cryptark,Notable,8.0,PC,Alientrap,Acció,Cooperativo:,20 de junio de 2017,0.0
Arkshot,Notable,0.0,PC,Code Avaric,Acció,Competitivo:,19 de mayo de 2016,0.0
Threes!,Notable,8.0,PC,"""Desarrollador:Asher Vollm",Otros,1,22 de enero de 2014,0.0
Vault 55,Notable,0.0,PC,F0,Aventura,1,2017,0.0
Joan Jade and the Gates,Notable,5.1,PC,Alawar Entertainment,Aventura,,21 de enero de 2010,0.0
CryZone: Sector 23,Notable,9.7,PC,Owl Game Studi,Acció,,Por determinar en Españ,0.0
Blue Estat,Notable,8.0,PC,HeSaw,Acció,,9 de abril de 2015,0.0
Red Ash: The Indelible Legend,Notable,7.2,PC,Comcept,Acció,,Por determinar en Españ,0.0
Kung Foo!,Notable,4.7,PC,Robot Entertainment,Rol,,Por determinar en Españ,0.0
InkSplosion,Notable,0.0,PC,Petite Gam,Acció,1,9 de mayo de 2018,0.0
Guns N' Boxes,Notable,9.0,PC,LightArrow Gam,Acció,1-5,22 de septiembre de 2016,0.0
KLAUS,Notable,6.2,PC,La Cosa Entertainment,Acció,,2016,0.0
The Simpsons: Hit & Run,Notable,7.6,PC,Radical Gam,Conducció,,12 de diciembre de 2003,0.0
Mad Mage Tow,Notable,4.0,PC,iel Mormac Gam,Acció,1,Por determinar en Españ,0.0
Platformines,Notable,8.3,PC,Magiko Gaming,Acció,,28 de marzo de 2014,0.0
Wupp,Notable,8.0,PC,Knuist & Perzik,Acció,1,29 de septiembre de 2016,0.0
Rex Rocket,Notable,7.0,PC,Castle Pix,Acció,1,Por determinar en Españ,0.0
Structu,Notable,0.0,PC,Gunstar Studi,Acció,,4º trimestre de 2016,0.0
First Wond,Notable,9.0,PC,Rogue Rocket Gam,Acció,,Cancelad,0.0
I fell from Grac,Notable,8.0,PC,p Taig,Aventura,1,4º trimestre de 2017,0.0
The Thin Silenc,Notable,0.0,PC,Two PM,Acció,1,2016,0.0
Storm Angel,Notable,6.5,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
Charlie's Angels: Angel X,Notable,7.0,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
Russian Subway Dogs,Notable,7.0,PC,Spooky Squi,Acció,1,2018,0.0
Ghostdrea,Notable,6.0,PC,ArkHou,Aventura,1,24 de octubre de 2016,0.0
The Chosen,Notable,4.5,PC,Snail Gam,Rol,Masivo,Por determinar en Españ,0.0
Vortex: The Gateway,Notable,7.0,PC,StormCube Gam,Acció,1,22 de marzo de 2016,0.0
Lunia Chronicles,Notable,5.0,PC,m Corp,Rol,,Por determinar en Españ,0.0
Astrobatics,Notable,6.3,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
Dreamside Maroon,Notable,5.9,PC,Por determin,Acció,,Por determinar en Españ,0.0
UFO 50,Notable,0.0,PC,Mossmouth,Otros,,Por determinar en Españ,0.0
Depths of Li,Notable,1.0,PC,Evgiz,Acció,1-2,Por determinar en Españ,0.0
Alaska,Notable,0.0,PC,Wreck Tangle Gam,Acció,1,Por determinar en Españ,0.0
Child of Coop,Notable,4.5,PC,Might and Delight,Otros,1,Cancelad,0.0
MegaSph,Notable,0.0,PC,AKGam,Acció,,2016,0.0
Velocity Ultra,Notable,8.1,PC,FuturLab,Acció,1,12 de diciembre de 2013,0.0
Among the Innocent: A Stricken Tal,Notable,0.0,PC,Zero Degrees Gam,Aventura,1,14 de febrero de 2017,0.0
Cattails,Notable,6.7,PC,Falcon Development,Acció,1,4º trimestre de 2017,0.0
All the Delicate Duplicates,Notable,7.0,PC,"""Desarrollador:Mez Breez",Aventura,1,17 de febrero de 2017,0.0
Robot City Stadiu,Notable,6.0,PC,Virtual Vengeanc,Deportes,1-2,1º trimestre de 2017,0.0
Rest in Jelly,Notable,7.4,PC,Little Miracles Gam,Acció,1-2,4º trimestre de 2016,0.0
TowerFall Ascension - Dark World,Notable,8.7,PC,Matt Makes Gam,Acció,1-8,1º trimestre de 2015,0.0
Osmos,Notable,7.4,PC,Hemisphere Gam,Otros,1,18 de agosto de 2009,0.0
0°N 0°W,Notable,9.5,PC,Colorfiction,Acció,1,1 de marzo de 2018,0.0
Wanda - A Beautiful Apocalyps,Notable,8.5,PC,Kodots Gam,Otros,1,3 de junio de 2016,0.0
Harry Potter: Hogwarts Legacy,Notable,9.2,PC,Avalanche Softw,Acció,,10 de febrero de 2023,0.0
To Azimuth,Notable,8.0,PC,[bracket]gam,Aventura,1,1º trimestre de 2017,0.0
Dudebro II,Notable,8.0,PC,Grimoire Assembly Forg,Acció,,Por determinar en Españ,0.0
Rival Megagun,Notable,9.0,PC,Spacewave Softw,Acció,1-2,29 de noviembre de 2018,0.0
Darkestville Castl,Notable,9.0,PC,Epic LLam,Aventura,1,21 de septiembre de 2017,0.0
The Artifact,Notable,0.0,PC,Enigma Gam,Acció,1,Por determinar en Españ,0.0
Operation Breakout,Notable,2.0,PC,Midsoft,Acció,1-64,1 de noviembre de 2016,0.0
Titan Attacks!,Notable,8.0,PC,Puppygam,Acció,,3 de febrero de 2012,0.0
Stealth Labyrinth,Notable,4.0,PC,Reddoll S,Acció,1,22 de abril de 2016,0.0
Sons of the Void,Notable,0.0,PC,Grogshot Gam,Acció,1,Por determinar en Españ,0.0
Had,Notable,0.0,PC,KirUn,Otros,1,3 de diciembre de 2016,0.0
PewDiePie: Legend of the Brofist,Notable,5.3,PC,Outermin,Acció,1-2,10 de diciembre de 2015,0.0
Coloropus,Notable,6.1,PC,Lace Mamba Glob,Otros,,23 de marzo de 2012,0.0
Porcunipin,Notable,6.0,PC,Curve Digit,Acció,1,21 de mayo de 2015,0.0
Borderlands: Pack expansiones,Notable,8.9,PC,Gearbox,Acció,1-4,9 de abril de 2010,19.99
1000 Amps,Notable,4.5,PC,Brandon Brizzi,Otros,1,22 de febrero de 2012,0.0
Endless Dungeon,Notable,0.0,PC,Amplitude Studi,Estrategia,,Por determinar en Españ,0.0
FireStart,Notable,6.5,PC,Robot Entertainment,Acció,,Por determinar en Españ,0.0
Redirection,Notable,8.0,PC,niel Ratcliff,Otros,1,24 de octubre de 2016,0.0
Blacksea Odyssey,Notable,0.0,PC,Blacksea Odyssey,Acció,1,Por determinar en Españ,0.0
Glitch,Notable,7.2,PC,Tiny Speck,Rol,,Por determinar en Españ,0.0
Galak-Z: The Dimensional,Notable,8.0,PC,17-BIT,Acció,1,29 de octubre de 2015,0.0
Last Stitch Goodnight,Notable,0.0,PC,Well Bred Rhin,Acció,1,9 de mayo de 2017,0.0
Snapshot,Notable,8.3,PC,Retro Affect,Otros,,4º trimestre de 2012,0.0
2Moons,Notable,6.6,PC,Robot Entertainment,Rol,,Por determinar en Españ,0.0
Bob Was Hungry,Notable,7.0,PC,Shorebound Studi,Acció,1-8,Por determinar en Españ,0.0
Strong Bad's,Notable,5.6,PC,Telltale Gam,Aventura,1,18 de diciembre de 2008,0.0
Ke-Tsu-No-Ana,Notable,0.0,PC,Yusuke Uemu,Acció,1,25 de mayo de 2016,0.0
Fearful Symmetry,Notable,4.5,PC,Gamera Interactiv,Acció,1,12 de diciembre de 2017,0.0
Paparazzi,Notable,6.8,PC,Pringo Dingo Gam,Acción,,7 de febrero de 2014,0.0
Legends of Norrath: Travelers,Notable,5.9,PC,Sony,Otros,,13 de octubre de 2009,0.0
Grandpa's Tabl,Notable,0.0,PC,Kivan,Otros,1,24 de mayo de 2016,0.0
People Can Fly (Nuevo proyecto),Notable,0.0,PC,People Can Fly,Acció,,Por determinar en Españ,0.0
Spi,Notable,7.5,PC,Hitbox,Acció,,Por determinar en Españ,0.0
Another Castl,Notable,9.0,PC,Unc,Acció,1,Por determinar en Españ,0.0
The Ascent,Notable,8.8,PC,Neon Giant,Rol,1-4,29 de julio de 2021,0.0
Angry Birds,Notable,7.5,PC,Rovi,Otros,1,21 de octubre de 2011,0.0
Bad Rats Show,Notable,0.0,PC,Investrónic,Otros,1,20 de julio de 2016,0.0
Red Blood,Notable,9.3,PC,Gorilla Banan,Rol,,Por determinar en Españ,0.0
Super Spring Ninja,Notable,0.0,PC,mon Sword Gam,Acció,1,1 de marzo de 2017,0.0
Grappl,Notable,8.5,PC,Tuesday society gam,Acció,,9 de marzo de 2015,0.0
Assassin's Creed (2022),Notable,8.2,PC,UbiSoft,Acció,,Por determinar en Españ,0.0
The Endless Cylind,Notable,9.7,PC,Carlos Bordeu,Acció,,Por determinar en Españ,0.0
Max Payne 3: Crimen desorganizad,Notable,7.8,PC,RockStar Gam,Acció,2-16,28 de agosto de 2012,0.0
Deputy Dangl,Notable,7.0,PC,Chashu Entertainment,Acció,1,29 de julio de 2016,0.0
Future Unfolding,Notable,9.3,PC,Spaces of Play,Acció,1,15 de marzo de 2017,0.0
Lost Socks: Naughty Brothers,Notable,7.0,PC,Nerf Gam,Acció,1,17 de octubre de 2016,0.0
Xeodrift,Notable,9.0,PC,Renegade Ki,Acció,,11 de diciembre de 2014,0.0
GhostWire: Toky,Notable,8.3,PC,Tango Gamework,Acció,1,25 de marzo de 2022,26.95
Paper Sorc,Notable,3.6,PC,Ultra Runaway Gam,Rol,,Agosto de 2012,0.0
Deranged Rabbits,Notable,0.0,PC,Mikko Nykyri,Acció,1-4,29 de julio de 2016,0.0
Myst Online Uru Liv,Notable,0.0,PC,Cyan,Aventura,,15 de febrero de 2007,0.0
Bedfellows FRENZY,Notable,0.0,PC,Krispy Animation,Acció,Cooperativo:,23 de febrero de 2017,0.0
The Big Blu,Notable,7.4,PC,Gunstar Studi,Acció,,22 de abril de 2014,0.0
Casey Powell Lacrosse 18,Notable,0.0,PC,Big Ant Studi,Deportes,,17 de abril de 2018,0.0
Wallace & Gromit Episodio 3,Notable,4.8,PC,Telltale Gam,Aventura,1,Junio de 2009,0.0
Hector: Episode 3,Notable,6.5,PC,Straandloop,Aventura,1,22 de septiembre de 2011,0.0
Back to the Future: Episode 104,Notable,8.7,PC,Telltale Gam,Aventura,1,29 de abril de 2011,0.0
War of Angels,Notable,6.3,PC,Nglim,Rol,Masivo,11 de noviembre de 2010,0.0
SkyKeepers,Notable,0.0,PC,Sword Twin Studi,Acció,1,28 de marzo de 2017,0.0
Lost World Z,Notable,4.0,PC,Mark Golden,Acció,Masivo,Por determinar en Españ,0.0
Epic Games St,Notable,4.8,PC,Epic Gam,Otros,,6 de diciembre de 2018,0.0
Konung 3: Ties of the Dynasty,Notable,8.0,PC,Robot Entertainment,Rol,,2010,0.0
Penny Arcade Adventures 3,Notable,7.2,PC,Zeboyd Gam,Rol,1,29 de junio de 2012,0.0
 Time to Explain,Notable,8.3,PC,Tiny Build Gam,Acció,1,25 de enero de 2013,0.0
Tink,Notable,4.7,PC,Mimimi Production,Acció,,Por determinar en Españ,0.0
CrimeCraft: GangWars,Notable,7.0,PC,Vogst,Rol,Masivo,2012,0.0
Kyurinaga's Reveng,Notable,0.0,PC,Reco Technology,Acció,"""Jugadores:1-2",25 de octubre de 2016,0.0
Crystal Cave Classic,Notable,5.2,PC,Rake in G,Otros,,Por determinar en Españ,0.0
Sunless Chronicles,Notable,0.0,PC,Far South Creation,Rol,1,Por determinar en Españ,0.0
Armed and Gelatinous,Notable,0.0,PC,Three Flip Studi,Otros,2-4,3º cuarto de 2016,0.0
Holy Avatar vs. Maidens,Notable,9.2,PC,Silent Dream,Rol,,Por determinar en Españ,0.0
Knight Ag,Notable,9.0,PC,Joymax,Rol,,Por determinar en Españ,0.0
Rocket Knight,Notable,6.4,PC,Climax,Acció,,12 de mayo de 2010,0.0
A Voyeur For Sept,Notable,0.0,PC,Team Meat,Otros,,Por determinar en Españ,0.0
End of the Min,Notable,9.0,PC,Skirmish Entertainment,Acció,1,29 de octubre de 2016,0.0
Cell: Emergenc,Notable,9.5,PC,Gunstar Studi,Otros,,7 de febrero de 2012,0.0
Project 1v1,Notable,0.0,PC,Gearbox,Acció,,Por determinar en Españ,0.0
Faunasph,Notable,5.0,PC,Big Fish,Rol,,Por determinar en Españ,0.0
Simon the Sorcerer II,Notable,8.7,PC,Adventure Soft,Aventura,,14 de abril de 1995,0.0
Starship Travell,Notable,9.0,PC,Tin Man Gam,Rol,1,11 de marzo de 2015,0.0
Back to the Future: Episode 105,Notable,8.6,PC,Telltale Gam,Aventura,1,23 de junio de 2011,0.0
