Nombre:Thymesia,Popularidad:Magnífica,"Valoración:6,0","También para:PS5, Xbox Series, Nintendo Switch",Desarrollador:OverBorder Studio,"Género:Rol, Acción RPG (Fantasía)",Jugadores:1 (Competitivo: No / Cooperativo: No),Lanzamiento:18 de agosto de 2022
Nombre:Spider-Man,Popularidad:Magnífica,"Valoración:8,4","También para:PS4, PS5",Desarrollador:Insomniac Games,"Género:Acción, Acción y aventura (Cómic, Moderno, Superhéroes y Superhéroes Marvel)",Jugadores:1,Lanzamiento:12 de agosto de 2022 (Pegi: +16)
Nombre:Cult of the Lamb,Popularidad:Magnífica,"Valoración:8,3","También para:PS4, PS5, Xbox Series, Xbox One, Nintendo Switch",Desarrollador:Massive Monster,"Género:Acción, Acción y aventura (Fantasía)",Jugadores:1 (Competitivo: No / Cooperativo: No),Lanzamiento:11 de agosto de 2022
Nombre:Way of the Hunter,Popularidad:Magnífica,"Valoración:5,9","Precio:34,95€","También para:PS5, Xbox Series, Xbox One",Desarrollador:Nine Rocks Games,"Género:Deportes, Caza / Pesca",Jugadores:1-2 (Competitivo: No / Cooperativo: Online),Lanzamiento:16 de agosto de 2022 (Pegi: +16)
Nombre:Tower of Fantasy,Popularidad:Magnífica,"Valoración:8,1","También para:Android, iOS",Desarrollador:Hotta Studio,"Género:Rol, Acción RPG, Multijugador Online Masivo (Ciencia ficción, Manga y Fantasía)",Jugadores:1,Lanzamiento:10 de agosto de 2022
Nombre:Hard West II,Popularidad:Magnífica,"Valoración:8,5",Desarrollador:Ice Code Games,"Género:Estrategia, Turnos (Brujas)",Jugadores:1 (Competitivo: No / Cooperativo: No),Lanzamiento:2022 (Por determinar)
Nombre:Two Point Campus,Popularidad:Magnífica,"Valoración:8,8","También para:PS4, PS5, Xbox Series, Xbox One, Nintendo Switch",Desarrollador:Two Point Studios,"Género:Estrategia, Gestión y temáticos",Jugadores:1,Lanzamiento:9 de agosto de 2022 (Pegi: +3)
Nombre:The Quarry,Popularidad:Magnífica,"Valoración:5,0","También para:PS4, PS5, Xbox Series, Xbox One",Desarrollador:Supermassive Games,Género:Aventura (Terror),Jugadores:1-4 (Competitivo: No / Cooperativo: Sí),Lanzamiento:10 de junio de 2022
Nombre:Saints Row,Popularidad:Magnífica,"Valoración:7,1","Precio:54,95€","También para:PS4, PS5, Xbox Series, Xbox One",Desarrollador:Volition,"Género:Acción, Acción y aventura, Shooter (Humor y Mafia)",Jugadores:1-2 (Competitivo: No / Cooperativo: Online),Lanzamiento:23 de agosto de 2022 (Pegi: +18)
Nombre:Cartel Tycoon,Popularidad:Magnífica,Valoración:10,Desarrollador:Moon Moose,"Género:Estrategia, City-builder, Gestión y temáticos",Jugadores:1 (Competitivo: No / Cooperativo: No),Lanzamiento:26 de julio de 2022Juego con acceso anticipado
Nombre:Stray,Popularidad:Magnífica,"Valoración:8,8","También para:PS4, PS5",Desarrollador:BlueTwelve Studio,"Género:Acción, Acción y aventura (Animales y Gatos)",Jugadores:1 (Competitivo: No / Cooperativo: No),Lanzamiento:19 de julio de 2022
Nombre:IMMORTALITY,Popularidad:Magnífica,Valoración: ,"También para:Xbox Series, Mac",Desarrollador:Sam Barlow,"Género:Aventura, Aventura interactiva (Misterio)",Jugadores:1,Lanzamiento:30 de agosto de 2022
Nombre:Immortals Fenyx Rising,Popularidad:Magnífica,"Valoración:8,4","Precio:19,99€","También para:PS4, PS5, Xbox Series, Xbox One, Nintendo Switch, Stadia",Desarrollador:UbiSoft,"Género:Acción, Acción y aventura (Antigua Grecia, Histórico y Fantasía)",Jugadores:1,Lanzamiento:3 de diciembre de 2020
Nombre:Midnight Fight Express,Popularidad:Magnífica,"Valoración:8,0","También para:PS4, PS5, Xbox Series, Xbox One, Nintendo Switch",Desarrollador:Jacob Dzwinel,"Género:Acción, Beat'em up, Shooter",Lanzamiento:23 de agosto de 2022
Nombre:Saint's Row: The Third,Popularidad:Magnífica,"Valoración:9,0","Precio:19,99€","También para:Nintendo Switch, PS3, Xbox 360",Desarrollador:Volition,"Género:Acción, Acción y aventura, Shooter (Moderno, Humor y Mafia)",Jugadores:1-2 (Cooperativo: 2),Lanzamiento:18 de noviembre de 2011 (Pegi: +18)
Nombre:Fueled Up,Popularidad:Magnífica,Valoración: ,"También para:PS4, Xbox One, Nintendo Switch",Desarrollador:Fireline Games,"Género:Acción (Ciencia ficción, Aliens y Espacial)",Jugadores:1-4 (Cooperativo: Local),Lanzamiento:2022 (Por determinar)
