;Nombre;Popularidad;Valoración;Plataforma;Desarrollador;Género;Jugadores;Lanzamiento;Precio
1465;ptune: Arena FPS;Apreciable;6.0;PC;Francesco Pellac;Acción;Competitivo;19 de diciembre de 2016;0.0
1466;The Whisperer in Darkness;Apreciable;5.0;PC;Nathaniel Nelson;Aventura;1;18 de octubre de 2016;0.0
1467;A House of many Doors;Apreciable;0.0;PC;Pixel Trickery;Estrategia;1;3 de febrero de 2017;0.0
1468;BattleTi;Apreciable;0.0;PC;Foggybu;Estrategia;1;30 de septiembre de 2016;0.0
1469;APB;Apreciable;7.1;PC;Real Time W;Acción;Masivo;1 de julio de 2010;26.95
1470;MirrorMoon;Apreciable;7.2;PC;Santa Ragion;Otros;1;Por determinar en Españ;0.0
1471;Jack and the Beanstalk;Apreciable;9.8;PC;Spicy H;Acción;;Por determinar en Españ;0.0
1472;Crossing the Lin;Apreciable;9.3;PC;Zomboko Entertainment;Acción;;Por determinar en Españ;0.0
1473;Out of A;Apreciable;0.0;PC;RocketWerkz;Acción;Multijugador;15 de septiembre de 2016;0.0
1474;Versus Ga;Apreciable;9.0;PC;iezelPow;Acción;Multijugador;26 de octubre de 2016;0.0
1475;Albedo: Eyes from Outer Spac;Apreciable;8.3;PC;Z4G0 and Ivan Venturi Production;Acción;;10 de abril de 2015;0.0
1476;DYING: 1983;Apreciable;0.0;PC;NEKCOM;Otros;1;2021;0.0
1477;EverQuest II;Apreciable;6.7;PC;Sony;Rol;;25 de noviembre de 2004;0.0
1478;Bears Can't Drift!?;Apreciable;0.0;PC;Arran Langm;Conducción;Multijugador;8 de agosto de 2016;0.0
1479;Charlie Murd;Apreciable;4.5;PC;Ska Studi;Acción;Multijugador;12 de mayo de 2017;0.0
1480;The Shadow of Aten;Apreciable;6.0;PC;Silicon Garage Art;Acción;;2º cuarto de 2008;0.0
1481;Space Run Galaxy;Apreciable;6.5;PC;Passtech Gam;Estrategia;1;17 de junio de 2016;0.0
1482;Techpocalyps;Apreciable;9.0;PC;Anomaly Lab;Estrategia;;Por determinar en Españ;0.0
1483;Geneshift;Apreciable;6.3;PC;Nik Nak Studi;Acción;1;23 de mayo de 2017;0.0
1484;LocoCycl;Apreciable;5.9;PC;Twisted Pix;Conducción;1;14 de febrero de 2014;0.0
1485;Loot Rascals;Apreciable;4.0;PC;Hollow Pon;Acción;1;7 de marzo de 2017;0.0
1486;The Adventures of Shuggy;Apreciable;6.5;PC;Smudged Cat Gam;Acción;Cooperativo;13 de junio de 2012;0.0
1487;Eden;Apreciable;6.8;PC;Robot Entertainment;Acción;;2010;0.0
1488;Voltag;Apreciable;6.2;PC;Lexicon;Conducción;;2º cuarto de 2008;0.0
1489;Q.U.B.E. Director's Cut;Apreciable;0.0;PC;Toxic Gam;Acción;1;21 de mayo de 2014;0.0
1490;GoGoRac;Apreciable;5.4;PC;K2 Network;Conducción;;Por determinar en Españ;0.0
1491;Kaidan;Apreciable;0.0;PC;Metanoia Gam;Acción;Multijugador;Por determinar en Españ;0.0
1492;Davyria: Heroes of Eternity;Apreciable;5.0;PC;Sebastian G;Rol;1;10 de marzo de 2017;0.0
1493;Lastfight;Apreciable;5.0;PC;Piranaking;Acción;Multijugador;19 de mayo de 2016;0.0
1494;All-Star Fruit Racing;Apreciable;0.0;PC;3DClou;Conducción;Masivo;4 de septiembre de 2017Juego con acceso anticipad;0.0
1495;Saucer-Lik;Apreciable;8.8;PC;Fosfatina Edicion;Aventura;1;5 de abril de 2017;0.0
1496;Shift Quantu;Apreciable;8.0;PC;Fishing Cactu;Otros;1;30 de mayo de 2018;0.0
1497;Deep Ones;Apreciable;0.0;PC;BURP! Gam;Acción;1;2 de septiembre de 2017;0.0
1498;Dawn of the Devs;Apreciable;9.0;PC;Underdog Studi;Acción;;2018;0.0
1499;Rescue Lucy;Apreciable;8.0;PC;Starodymov;Aventura;1;3 de junio de 2016;0.0
1500;Empyrean Rul;Apreciable;6.5;PC;Innofame Ltd.;Estrategia;;Por determinar en Españ;0.0
1501;Mastema: Out of Hell;Apreciable;0.0;PC;Oscar Celestini;Acción;1;3 de marzo de 2017;0.0
1502;Dollar Dash;Apreciable;5.7;PC;Candygun Gam;Acción;Multijugador;20 de marzo de 2013;0.0
1503;Dreamscap;Apreciable;0.0;PC;Afterburner Studi;Rol;1;1º trimestre de 2020;0.0
1504;The Melody of Grisaia;Apreciable;0.0;PC;Frontwing;Aventura;1;16 de diciembre de 2016;0.0
1505;Xenoraid;Apreciable;8.0;PC;10ton;Acción;Cooperativo;30 de septiembre de 2016;0.0
1506;Solaria Moon;Apreciable;6.0;PC;3y3net;Aventura;1;3º trimestre de 2016;0.0
1507;Project Amy;Apreciable;0.0;PC;Stage Clear Studi;Aventura;1;2018;0.0
1508;Ray's the Dead;Apreciable;8.4;PC;Wideload Gam;Otros;1;Por determinar en Españ;0.0
1509;Star Story: The Horizon Escap;Apreciable;8.0;PC;EvilCoGam;Rol;1;2017;0.0
1510;Vandals;Apreciable;6.0;PC;ARTE;Acción;1;12 de abril de 2018;0.0
1511;Metal Tales: Fury of the Guitar Gods;Apreciable;8.4;PC;Nuberu Gam;Rol;Cooperativo;18 de noviembre de 2016;0.0
1512;DmC - La Caída de Vergil;Apreciable;4.1;PC;Ninja Theory;Acción;1;6 de marzo de 2013;0.0
1513;88 Heroes;Apreciable;8.0;PC;Bitmap Bureau;Acción;1;24 de marzo de 2017;0.0
1514;Corrosion: Cold Winter Waiting;Apreciable;9.6;PC;Viperant;Acción;1;Por determinar en Españ;0.0
1515;Hex Heroes;Apreciable;0.0;PC;Prismatic Gam;Estrategia;Multijugador;2015;0.0
1516;Project Remediu;Apreciable;6.7;PC;Atomic Jelly;Acción;1;2016;0.0
1517;Sniper Elite 5;Apreciable;7.2;PC;Rebellion;Acción;Masivo;26 de mayo de 2022;0.0
1518;U55 - End of the Lin;Apreciable;9.4;PC;Effective Evolution;Acción;1;Por determinar en Españ;0.0
1519;Gemini: Heroes Reborn;Apreciable;9.0;PC;Phosphor Games Studi;Acción;;19 de enero de 2016;0.0
1520;Strike Force Red Cell;Apreciable;6.0;PC;Vision Studi;Acción;;2007;0.0
1521;The Human Gallery;Apreciable;5.4;PC;Jesse Makkonen;Acción;1;Por determinar en Españ;0.0
1522;Pilla;Apreciable;4.0;PC;MichaelArt;Otros;;Por determinar en Españ;0.0
1523;Blockst;Apreciable;7.5;PC;GhostShark;Acción;;21 de mayo de 2015;0.0
1524;Human Resources;Apreciable;9.6;PC;Uber Entertainment;Estrategia;;Cancelad;0.0
1525;Outreach;Apreciable;9.3;PC;Pixel Spi;Acción;1;2017;0.0
1526;Duke Nukem 2;Apreciable;8.5;PC;3D Realm;Acción;;3 de diciembre de 1993;0.0
1527;Shadowgrounds Surviv;Apreciable;6.0;PC;Frozenbyt;Acción;Multijugador;1 de febrero de 2008;0.0
1528;Permutation Rac;Apreciable;8.0;PC;Big Robot;Conducción;;Por determinar en Españ;0.0
1529;Mortid;Apreciable;7.0;PC;Corner Studi;Acción;1;Por determinar en Españ;0.0
1530;Spirits of Xanadu;Apreciable;4.6;PC;Desarrollador:Allen Trivette ;Otros;1;26 de marzo de 2015;0.0
1531;The Fall Part 2: Unbound;Apreciable;9.0;PC;Over The Moon;Acción;1;13 de febrero de 2018;0.0
1532;inja Gold;Apreciable;6.7;PC;Robot Entertainment;Acción;;Por determinar en Españ;0.0
1533;Barca B.C;Apreciable;7.5;PC;Tigon Studi;Rol;;Por determinar en Españ;0.0
1534;Cooking Simulat;Apreciable;6.4;PC;Big Cheese Studi;Simulación;1;6 de junio de 2019;0.0
1535;Sabl;Apreciable;8.0;PC;Shedwork;Acción;1;23 de septiembre de 2021;0.0
1536;Roa;Apreciable;9.5;PC;Gas Powered Gam;Acción;Multijugador;Por determinar en Españ;0.0
1537;Pioneers;Apreciable;3.8;PC;Lightbulb Gam;Conducción;;Por determinar en Españ;0.0
1538;EVE Online: Tyrannis;Apreciable;9.3;PC;CCP;Rol;;21 de abril de 2010;0.0
1539;Hearthstone: La Liga de Expedicionarios;Apreciable;7.2;PC;Blizz;Estrategia;Cooperativo;13 de noviembre de 2015;0.0
1540;The Elder Scrolls II: Daggerfall;Apreciable;8.8;PC;Bethesda Softwork;Rol;;8 de noviembre de 1996;0.0
1541;James Peris: Sin Licencia Ni Control;Apreciable;8.1;PC;Pavo Entertainment;Aventura;1;17 de marzo de 2012;0.0
1542;Raiden V;Apreciable;7.3;PC;MOSS;Acción;Cooperativo;10 de octubre de 2017;0.0
1543;Symphony of the Machin;Apreciable;0.0;PC;Stirfire Studi;Otros;1;26 de abril de 2017;0.0
1544;FireFall;Apreciable;8.5;PC;Red 5 Studi;Acción;Masivo;29 de julio de 2014;0.0
1545;Red Faction;Apreciable;7.6;PC;Volition;Acción;;28 de septiembre de 2001;0.0
1546;Soulless: Ray Of Hop;Apreciable;7.7;PC;Frisky Fatal Gam;Acción;1;18 de octubre de 2016;0.0
1547;Talent Not Included;Apreciable;0.0;PC;Frima Studi;Acción;Multijugador;30 de agosto de 2016;0.0
1548;Shattered Suns;Apreciable;8.5;PC;Clear Crown Studi;Estrategia;;Por determinar en Españ;0.0
1549;Revenge of the Titans;Apreciable;6.7;PC;Puppygam;Estrategia;1;16 de marzo de 2011;0.0
1550;Time Machine VR;Apreciable;9.8;PC;Minority Medi;Acción;1;19 de mayo de 2016;0.0
1551;RED Fronti;Apreciable;8.0;PC;Z;Estrategia;;2012;0.0
1552;Project Aftermath;Apreciable;6.4;PC;Games Faction;Estrategia;;21 de noviembre de 2008;0.0
1553;BlazBlue: Central Fiction;Apreciable;9.0;PC;Arc System Work;Acción;Cooperativo;26 de abril de 2017;0.0
1554;Asemblance: Oversight;Apreciable;0.0;PC;Nilo Studi;Aventura;1;15 de mayo de 2018;0.0
1555;Swords & Soldiers;Apreciable;6.6;PC;Ronimo Gam;Estrategia;Cooperativo;2 de diciembre de 2010;0.0
1556;Warriors Orochi;Apreciable;7.4;PC;Omega Forc;Acción;Cooperativo;Primera mitad de 2008;0.0
1557;Spaceplan;Apreciable;0.0;PC;Jake Hollan;Otros;1;Por determinar en Españ;0.0
1558;Armill;Apreciable;8.0;PC;Fuzzy Wuzzy Gam;Acción;1;12 de mayo de 2014;0.0
1559;City of Titans;Apreciable;0.0;PC;Missing Worlds Medi;Rol;;Por determinar en Españ;0.0
1560;8 Days;Apreciable;5.0;PC;Santa Clara Gam;Acción;Cooperativo;23 de julio de 2016;0.0
1561;Mystery Castl;Apreciable;0.0;PC;Runestone Games Limit;Acción;1;6 de mayo de 2016;0.0
1562;DarkMaus;Apreciable;8.0;PC;niel Wright;Rol;1;26 de enero de 2016;0.0
1563;The SoulKeeper VR;Apreciable;4.0;PC;Helm System;Rol;1;2º trimestre de 2017;0.0
1564;Momodora V;Apreciable;9.0;PC;Bombservic;Acción;1;Por determinar en Españ;0.0
1565;Stardust Vanguards;Apreciable;7.0;PC;Zanrai Interactiv;Acción;Cooperativo;30 de enero de 2015;0.0
1566;Atomic Ninjas;Apreciable;9.0;PC;Grip Gam;Acción;Multijugador;1º trimestre de 2014;0.0
1567;Metal Assault;Apreciable;8.3;PC;GNI Soft;Acción;;2011;0.0
1568;Broken;Apreciable;9.5;PC;Kollide Entertainment;Acción;1;Por determinar en Españ;0.0
1569;Seven Souls Onlin;Apreciable;8.3;PC;CR-Spac;Rol;;Por determinar en Españ;0.0
1570;Tesla vs Lovecraft;Apreciable;9.3;PC;10ton;Acción;Multijugador;26 de enero de 2018;0.0
1571;Cat Quest;Apreciable;9.0;PC;The Gentleb;Rol;1;8 de agosto de 2017;0.0
1572;Reset;Apreciable;9.2;PC;Theory Interactiv;Otros;1;2017;0.0
1573;Mythos Global;Apreciable;8.2;PC;T3Fun;Rol;Masivo;Por determinar en Españ;0.0
1574;One Sole Purpos;Apreciable;4.5;PC;Sameer Hirezi;Acción;1;7 de marzo de 2017;0.0
1575;Romeo and Juliet;Apreciable;4.8;PC;Baby Eish Gam;Aventura;;Por determinar en Españ;0.0
1576;8-bit Armies: Arena;Apreciable;9.5;PC;Petroglyph;Estrategia;Cooperativo;10 de febrero de 2017;49.95
1577;Dext;Apreciable;8.7;PC;Marc Ecko Entertainment;Acción;;Por determinar en Españ;0.0
1578;1st Go Warkanoid 3: Story-book;Apreciable;6.7;PC;Robot Entertainment;Otros;;2004;0.0
1579;Mayan Death Robots;Apreciable;8.0;PC;Sileni Studi;Acción;;20 de noviembre de 2015;0.0
1580;Monta;Apreciable;0.0;PC;JCKSLAP;Otros;1;25 de julio de 2016;0.0
1581;Assassins Creed 3 - Dura Batalla;Apreciable;7.9;PC;UbiSoft;Acción;Masivo;15 de enero de 2013;0.0
1582;Million to One H;Apreciable;9.0;PC;Over the top Gam;Acción;1;27 de febrero de 2019Juego con acceso anticipad;0.0
1583;Dungeon Leagu;Apreciable;3.6;PC;Achebit;Rol;Multijugador;2º trimestre de 2016;0.0
1584;Wanted Corp;Apreciable;4.0;PC;Eko Softw;Acción;Cooperativo;8 de diciembre de 2016;0.0
1585;Overwatch 2;Apreciable;6.4;PC;Blizz;Acción;Masivo;4 de octubre de 2022;74.95
1586;Pharaonic;Apreciable;8.5;PC;Milkstone Studi;Rol;1;28 de abril de 2016;0.0
1587;Dirty Dancing;Apreciable;6.3;PC;Say Design;Otros;;Diciembre de 2007;0.0
1588;HOVR;Apreciable;6.0;PC;Game Cook;Acción;1;5 de octubre de 2016;0.0
1589;Wondershot;Apreciable;0.0;PC;Leikir Studi;Acción;Multijugador;19 de febrero de 2016;0.0
1590;Solar Shifter EX;Apreciable;8.0;PC;Elder Gam;Acción;1;15 de septiembre de 2015;0.0
1591;t Dying Today;Apreciable;0.0;PC;9TH.ART;Acción;Multijugador;13 de enero de 2017;0.0
1592;Dynamite Jack;Apreciable;4.5;PC;Galcon;Otros;;Por determinar en Españ;0.0
1593;Roundabout;Apreciable;4.0;PC;No Goblin;Otros;1;18 de septiembre de 2014;0.0
1594;Cognition : Episode 4;Apreciable;7.4;PC;Phoenix Onlin;Aventura;1;19 de septiembre de 2013;0.0
1595;Satanist;Apreciable;6.0;PC;mitry;Acción;1;1 de junio de 2016;0.0
1596;Ys: Memories of Celceta;Apreciable;8.0;PC;Falcom;Rol;1;25 de julio de 2018;0.0
1597;Half Dead;Apreciable;8.0;PC;Room710Gam;Acción;Multijugador;1 de agosto de 2016;0.0
1598;The Caretaker - Dungeon Nightshift;Apreciable;6.0;PC;Bluebox Interactiv;Acción;1;10 de octubre de 2016;0.0
1599;Hide & Hold Out - H20;Apreciable;8.0;PC;Red Abyss Softw;Acción;Multijugador;Por determinar en Españ;0.0
1600;Talisman;Apreciable;6.5;PC;Big Roost;Otros;;3º cuarto de 2007;0.0
1601;Gurgamoth;Apreciable;6.0;PC;Galvanic Gam;Otros;Multijugador;16 de febrero de 2016;0.0
1602;Ashes of the Singularity: Escalation;Apreciable;7.5;PC;Stardock;Estrategia;Competitivo;10 de noviembre de 2016;0.0
1603;They;Apreciable;6.3;PC;Metropolis Softw;Acción;;Por determinar en Españ;0.0
1604;Snowy: Space Trip;Apreciable;6.3;PC;Robot Entertainment;Acción;;2006;0.0
1605;Chroma Squad;Apreciable;8.8;PC;Behold Studi;Acción;1;30 de abril de 2015;0.0
1606;Deep Black - Episode 1;Apreciable;9.2;PC;BiArt Studi;Acción;;Marzo de 2012;0.0
1607;Cogs;Apreciable;7.3;PC;Lazy 8 Studi;Otros;;14 de abril de 2009;0.0
1608;Gunsport;Apreciable;8.3;PC;Necrosoft Gam;Deportes;Multijugador;2015;0.0
1609;Bloodbath Kavkaz;Apreciable;4.7;PC;gestan Technology;Acción;1;20 de abril de 2015;0.0
1610;Possession;Apreciable;6.9;PC;Blitz Gam;Acción;;Por determinar en España;0.0
1611;Kittypocalyps;Apreciable;0.0;PC;Bolvërk Gam;Estrategia;1;25 de mayo de 2016;0.0
1612;Tokyo Babel;Apreciable;0.0;PC;prop;Aventura;1;1 de abril de 2016;0.0
1613;Ch;Apreciable;6.8;PC;Robot Entertainment;Acción;;Por determinar en Españ;0.0
1614;Lieg;Apreciable;7.7;PC;Coda Gam;Rol;;2014;0.0
1615;Tartarus;Apreciable;5.5;PC;Abyss Gamework;Acción;1;21 de noviembre de 2017;0.0
1616;Xenonauts;Apreciable;9.6;PC;Goldhawk Interactiv;Estrategia;1;16 de junio de 2014;0.0
1617;Burly Men at Sea;Apreciable;0.0;PC;Brain&Brain;Aventura;1;29 de septiembre de 2016;0.0
1618;Herotopia;Apreciable;0.0;PC;Jagex;Rol;;Por determinar en Españ;0.0
1619;Slam Land;Apreciable;0.0;PC;Bread Machine Gam;Acción;Multijugador;7 de agosto de 2018;0.0
1620;Anomaly Defenders;Apreciable;4.8;PC;11 bit studi;Estrategia;1;29 de mayo de 2014;0.0
1621;Way of Redemption;Apreciable;6.3;PC;Pixel Cream;Deportes;Multijugador;Por determinar en España;0.0
1622;Grandia HD Remast;Apreciable;7.3;PC;Game Art;Rol;1;Por determinar en Españ;0.0
1623;Ethereal Legends;Apreciable;0.0;PC;Soverance Studi;Rol;1;3º cuarto de 2016;0.0
1624;Rusty Lake: Roots;Apreciable;8.5;PC;Rusty Lak;Aventura;1;20 de octubre de 2016;0.0
1625;Flashout 3D;Apreciable;0.0;PC;Jujub;Conducción;;28 de septiembre de 2012;0.0
1626;inSan;Apreciable;7.1;PC;Volition;Acción;;Cancelad;0.0
1627;Unknown Fat;Apreciable;9.0;PC;Marslit Gam;Otros;1;6 de septiembre de 2018;0.0
1628;Full Throttl;Apreciable;9.3;PC;LucasArt;Aventura;;28 de abril de 1995;0.0
1629;F1 Manager 2022;Apreciable;9.5;PC;Frontier Development;Conducción;1;30 de agosto de 2022;0.0
1630;Destinies;Apreciable;6.7;PC;tinies Group;Aventura;;Por determinar en Españ;0.0
1631;Her Majesty's SPIFFING;Apreciable;0.0;PC;Billy Goat Entertainment Lt;Aventura;1;7 de diciembre de 2016;0.0
1632;Super Cloudbuilt;Apreciable;0.0;PC;Coilwork;Acción;1;25 de julio de 2017;0.0
1633;Mr. Shifty;Apreciable;0.0;PC;Tiny Build Gam;Acción;1;13 de abril de 2017;0.0
1634;InCrazyBall;Apreciable;6.7;PC;Lexis Numériqu;Acción;;24 de noviembre de 2005;0.0
1635;Evil Days of Luckless John;Apreciable;6.2;PC;Ak;Aventura;;2007;0.0
1636;Reload;Apreciable;3.5;PC;Mastiff;Acción;;4º trimestre de 2010;0.0
1637;Eufloria;Apreciable;6.4;PC;Rudolf Kremers & Alex May;Otros;1;21 de octubre de 2009;0.0
1638;The Lord of the Creatures;Apreciable;6.5;PC;Arvirago Entertainment;Acción;;Por determinar en Españ;0.0
1639;Los Ríos de Alice: Versión Extendida;Apreciable;9.5;PC;irius Gam;Otros;;16 de noviembre de 2015;0.0
1640;Aces of the Galaxy;Apreciable;6.4;PC;Artech Studi;Acción;Cooperativo;6 de junio de 2008;0.0
1641;Perfect Univers;Apreciable;7.0;PC;Will Sykes Gam;Otros;Multijugador;26 de febrero de 2016;0.0
1642;Yûrei Station;Apreciable;0.0;PC;Atelier Sentô;Aventura;1;19 de mayo de 2017;0.0
1643;The secrets of Atlantis;Apreciable;6.3;PC;Robot Entertainment;Aventura;;24 de noviembre de 2006;0.0
1644;Witches;Apreciable;6.4;PC;Revistronic;Acción;;2008;0.0
1645;The Three Musketeers;Apreciable;6.6;PC;Legen;Acción;;2º trimestre de 2006;0.0
1646;White Heaven;Apreciable;9.5;PC;mpaint;Acción;;2016;0.0
1647;Knight Squad;Apreciable;1.0;PC;Chainsawesome Gam;Acción;Masivo;16 de noviembre de 2015;0.0
1648;Dragon Blood;Apreciable;5.7;PC;TeamTop Gam;Rol;Multijugador;2017;0.0
1649;Battle Engine Aquila;Apreciable;7.0;PC;Robot Entertainment;Acción;;2 de junio de 2004;0.0
1650;Dark Legion VR;Apreciable;0.0;PC;Ice W;Acción;1;3 de marzo de 2017;0.0
1651;Wincars Rac;Apreciable;0.0;PC;gonJam Studi;Conducción;Masivo;Por determinar en Españ;0.0
1652;Dungeons: The Dark Lord;Apreciable;7.9;PC;Realmforge Studi;Rol;;20 de septiembre de 2011;0.0
1653;Lichtsp;Apreciable;8.3;PC;Lichthun;Acción;1;27 de septiembre de 2016;0.0
1654;Fuel Rac;Apreciable;6.1;PC;Firet;Conducción;;Mayo de 2006;0.0
1655;Adam's Venture: Episode 1;Apreciable;6.3;PC;Vertigo Gam;Aventura;;24 de septiembre de 2010;0.0
1656;A.R.E.S: Extinction Agenda;Apreciable;5.9;PC;Extend Studi;Acción;;19 de enero de 2011;0.0
1657;Parcel;Apreciable;0.0;PC;Polar Bunny Lt;Otros;Cooperativo;22 de abril de 2015;0.0
1658;La cruzada de León;Apreciable;8.3;PC;Molosoft;Acción;1;11 de agosto de 2018;0.0
1659;Thief: Deadly Shadows;Apreciable;7.3;PC;Ion Storm;Acción;;14 de junio de 2004;0.0
1660;In Between;Apreciable;7.6;PC;Gentlymad Studi;Otros;1;21 de agosto de 2015;0.0
1661;The Seacliff Tragedy;Apreciable;6.3;PC;Big Time Softw;Aventura;;1 de diciembre de 2007;0.0
1662;Alien Spidy;Apreciable;9.0;PC;Enigma Softw;Otros;1;20 de marzo de 2013;0.0
1663;Edengrad;Apreciable;8.0;PC;Huckleberry Gam;Rol;Multijugador;Segunda mitad de 2017;0.0
1664;Just Die Already;Apreciable;8.3;PC;ubleMoose Gam;Acción;Multijugador;20 de mayo de 2021;0.0
1665;adiri;Apreciable;9.6;PC;Twisted Trib;Rol;;17 de noviembre de 2010;0.0
1666;Drifting Lands;Apreciable;7.0;PC;Alkemi;Acción;1;5 de junio de 2017;0.0
1667;Walk The Light;Apreciable;7.0;PC;Anti Crunch Studi;Acción;1;5 de enero de 2016;0.0
1668;Demetrios;Apreciable;0.0;PC;COWCAT;Aventura;1;31 de mayo de 2016;0.0
1669;Quest Doges;Apreciable;8.0;PC;Gabriel Garz;Acción;Competitivo;Por determinar en Españ;0.0
1670;The Dishwasher: Vampire Smil;Apreciable;0.0;PC;Ska Studi;Acción;Cooperativo;12 de mayo de 2017;0.0
1671;va-111;Apreciable;0.0;PC;Funktronic Lab;Estrategia;;25 de agosto de 2015;0.0
1672;Phoenix Dynasty Onlin;Escasa;5.5;PC;Object Softw;Rol;;2009;0.0
1673;The City of Metron;Escasa;6.3;PC;Team Tarsi;Aventura;;Por determinar en Españ;0.0
1674;Line Rider Freestyl;Escasa;6.1;PC;inXile entertainment;Otros;;22 de mayo de 2009;19.95
1675;Forge Quest;Escasa;8.0;PC;Chase Grozdina y David Fleig;Rol;Multijugador;22 de junio de 2015;0.0
1676;Guild Wars 2;Escasa;8.3;PC;ArenaNet;Rol;Masivo;28 de agosto de 2012;34.95
1677;London Taxi Rushou;Escasa;6.4;PC;Robot Entertainment;Conducción;;Por determinar en España;0.0
1678;Achron;Escasa;6.5;PC;Hazardous Softw;Estrategia;;29 de agosto de 2011;0.0
1679;Tank Ac;Escasa;8.4;PC;GamesCampu;Acción;;2010;0.0
1680;Surgeon Simulator: Experience Reality;Escasa;0.0;PC;Bossa Studi;Otros;1;5 de diciembre de 2016;0.0
1681;Max Payne 3: Negotiation Pack;Escasa;9.7;PC;RockStar Gam;Acción;Masivo;30 de octubre de 2012;0.0
1682;Akiba's Trip Festa;Escasa;0.0;PC;Acqui;Rol;;Por determinar en EspañaNoviembre de 2016;0.0
1683;PopTag!;Escasa;4.5;PC;Nexon;Otros;;10 de febrero de 2010;0.0
1684;My Eyes On You;Escasa;7.8;PC;Storymind Entertainment;Acción;;Por determinar en Españ;0.0
1685;Diamon Jones;Escasa;8.1;PC;Lit;Aventura;;3º trimestre de 2008;0.0
1686;Dexed;Escasa;5.5;PC;Ninja Theory;Acción;1;26 de septiembre de 2016;0.0
1687;PV13 (nombre temporal);Escasa;9.3;PC;Black Isle Studi;Estrategia;;Por determinar en Españ;0.0
1688;Home F;Escasa;9.7;PC;Kevin Cancienn;Acción;1;Por determinar en Españ;0.0
1689;Wayward Man;Escasa;9.2;PC;Moonshark;Otros;1;15 de julio de 2014;0.0
1690;Yatagarasu Attack on Cataclys;Escasa;8.0;PC;Nicali;Acción;;7 de julio de 2015;0.0
1691;Zero Gea;Escasa;5.3;PC;NimbleBit;Conducción;;Por determinar en España;0.0
1692;Aa;Escasa;0.0;PC;Mad Fellow;Otros;1;11 de abril de 2017;0.0
1693;Perfect World: The Lost Empi;Escasa;5.0;PC;Perfect W;Rol;;18 de enero de 2010;0.0
1694;Chrome 2;Escasa;6.5;PC;Techlan;Acción;;Por determinar en Españ;0.0
1695;Kritika;Escasa;9.2;PC;m;Rol;;2017;0.0
1696;Over 9000 Zombies!;Escasa;9.3;PC;Loren Lemck;Acción;Cooperativo;26 de febrero de 2015;0.0
1697;Strength & Honour 2;Escasa;0.0;PC;Magitech;Estrategia;;Por determinar en Españ;0.0
1698;Ace of Spades;Escasa;7.6;PC;Ben Aksoy;Acción;Multijugador;Diciembre de 2012;0.0
1699;The Girl and the Robot;Escasa;8.3;PC;Flying Carpets Gam;Acción;1;18 de agosto de 2016;0.0
1700;Fall of Freya;Escasa;2.0;PC;GOTY LLC;Acción;;1º trimestre de 2017;0.0
1701;EA Sports IGNITE;Escasa;7.5;PC;EA Sport;Otros;;Por determinar en Españ;0.0
1702;Fighting EX Lay;Escasa;4.8;PC;Arik;Acción;1;30 de noviembre de 2018;0.0
1703;crobarista;Escasa;1.0;PC;Route 59;Aventura;1;8 de agosto de 2019;0.0
1704;Gunners Heart;Escasa;5.6;PC;EasyGameStation;Acción;;Por determinar en Españ;0.0
1705;Paranormal Activity VR;Escasa;9.3;PC;VRWERX;Acción;;2016;0.0
1706;Mass Effect 3 - Reckoning;Escasa;9.8;PC;BioW;Rol;Multijugador;26 de febrero de 2013;0.0
1707;Serious Sam: Random Encount;Escasa;8.1;PC;Be-Rad Entertainment;Acción;;24 de octubre de 2011;0.0
1708;Law & Order: Criminal Intent;Escasa;6.6;PC;Legacy Interactiv;Aventura;;4º trimestre de 2005;0.0
1709;Fallout 4 - Vault-Tec Workshop;Escasa;8.8;PC;Bethesda Softwork;Rol;1;2016;0.0
1710;Death Track: Resurrection;Escasa;6.6;PC;SkyFallen Entertainment;Conducción;;4º trimestre de 2008;0.0
1711;Alchemic Jousts;Escasa;0.0;PC;Lunatic Pix;Estrategia;Cooperativo;4º trimestre de 2016;0.0
1712;7 Dragons;Escasa;0.0;PC;Gunstar Studi;Estrategia;;22 de abril de 2011;0.0
1713;The Search;Escasa;8.4;PC;Jason Godbey;Aventura;1;14 de abril de 2017;0.0
1714;Things On Wheels;Escasa;0.0;PC;Load inc;Conducción;Multijugador;2010;0.0
1715;Screencheat;Escasa;5.5;PC;Samurai Punk;Acción;Masivo;22 de octubre de 2014;0.0
1716;I-Fluid;Escasa;6.2;PC;Exk;Acción;;27 de febrero de 2009;0.0
1717;Secret Project Y;Escasa;7.5;PC;Volition;Otros;;14 de diciembre de 2011;0.0
1718;Charlie y la Factoría de Chocolat;Escasa;7.0;PC;Backbone Entertainment;Acción;;15 de julio de 2005;0.0
1719;MadOut BIG City;Escasa;2.0;PC;MadOut Gam;Conducción;1;21 de febrero de 2017;0.0
